track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster,song_match
Firework,Katy Perry,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,audio_features,4lCv7b86sLynZbXhfScfm2,spotify:track:4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2,227880,4,1,firework
All We Are,OneRepublic,1Jx69b09LKTuBQxkEiFfVX,0.397,0.817,2,-5.495,1,0.042,0.0966,8.16e-06,0.316,0.416,158.004,audio_features,1Jx69b09LKTuBQxkEiFfVX,spotify:track:1Jx69b09LKTuBQxkEiFfVX,https://api.spotify.com/v1/tracks/1Jx69b09LKTuBQxkEiFfVX,https://api.spotify.com/v1/audio-analysis/1Jx69b09LKTuBQxkEiFfVX,266227,4,10,allweare
Wake Up Alone,Amy Winehouse,4u83mwF5tUuWlXS86UOXdu,0.384,0.527,11,-5.294,0,0.0269,0.542,0.0,0.156,0.222,100.73,audio_features,4u83mwF5tUuWlXS86UOXdu,spotify:track:4u83mwF5tUuWlXS86UOXdu,https://api.spotify.com/v1/tracks/4u83mwF5tUuWlXS86UOXdu,https://api.spotify.com/v1/audio-analysis/4u83mwF5tUuWlXS86UOXdu,221200,3,0,wakeupalone
The Man Who Can't Be Moved,The Script,4Musyaro0NM5Awx8b5c627,0.608,0.629,10,-5.024,1,0.0264,0.423,0.0,0.0978,0.325,99.953,audio_features,4Musyaro0NM5Awx8b5c627,spotify:track:4Musyaro0NM5Awx8b5c627,https://api.spotify.com/v1/tracks/4Musyaro0NM5Awx8b5c627,https://api.spotify.com/v1/audio-analysis/4Musyaro0NM5Awx8b5c627,241467,4,16,themanwhocan'tbemoved
Rolling in the Deep,Adele,1CkvWZme3pRgbzaxZnTl5X,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,audio_features,1CkvWZme3pRgbzaxZnTl5X,spotify:track:1CkvWZme3pRgbzaxZnTl5X,https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X,https://api.spotify.com/v1/audio-analysis/1CkvWZme3pRgbzaxZnTl5X,228293,4,1,rollinginthedeep
Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,4lLtanYk6tkMvooU0tWzG8,spotify:track:4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8,222091,4,5,grenade
Poker Face,Lady Gaga,3OT3Kg4jyVkdZm4Ncz6JgX,0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.794,119.0,audio_features,3OT3Kg4jyVkdZm4Ncz6JgX,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,https://api.spotify.com/v1/tracks/3OT3Kg4jyVkdZm4Ncz6JgX,https://api.spotify.com/v1/audio-analysis/3OT3Kg4jyVkdZm4Ncz6JgX,237213,4,9,pokerface
the lonely,Christina Perri,21JTgoZLDB2F4Fx0uRCmTL,0.237,0.269,7,-9.61,0,0.0298,0.573,0.000283,0.101,0.0681,81.256,audio_features,21JTgoZLDB2F4Fx0uRCmTL,spotify:track:21JTgoZLDB2F4Fx0uRCmTL,https://api.spotify.com/v1/tracks/21JTgoZLDB2F4Fx0uRCmTL,https://api.spotify.com/v1/audio-analysis/21JTgoZLDB2F4Fx0uRCmTL,233480,4,3,thelonely
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4,10,yellow
Gravity,Sara Bareilles,4oa14QBfWRDfJy2agySy0L,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,audio_features,4oa14QBfWRDfJy2agySy0L,spotify:track:4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/tracks/4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/audio-analysis/4oa14QBfWRDfJy2agySy0L,232760,4,3,gravity
Mr. Know It All,Kelly Clarkson,7CHIJREUYyM7vndBQE6iMy,0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,audio_features,7CHIJREUYyM7vndBQE6iMy,spotify:track:7CHIJREUYyM7vndBQE6iMy,https://api.spotify.com/v1/tracks/7CHIJREUYyM7vndBQE6iMy,https://api.spotify.com/v1/audio-analysis/7CHIJREUYyM7vndBQE6iMy,232520,4,16,mr.knowitall
In Your Light,Gotye,6l8AiDMKX10Nu2IZJcPb4i,0.605,0.936,0,-4.025,1,0.0383,0.00112,8.57e-06,0.194,0.764,101.91,audio_features,6l8AiDMKX10Nu2IZJcPb4i,spotify:track:6l8AiDMKX10Nu2IZJcPb4i,https://api.spotify.com/v1/tracks/6l8AiDMKX10Nu2IZJcPb4i,https://api.spotify.com/v1/audio-analysis/6l8AiDMKX10Nu2IZJcPb4i,279013,4,11,inyourlight
Call The Police,James Morrison,1y9U1pdI3naKK7sArioECH,0.473,0.871,8,-4.732,1,0.0668,0.178,0.0,0.0584,0.578,156.0,audio_features,1y9U1pdI3naKK7sArioECH,spotify:track:1y9U1pdI3naKK7sArioECH,https://api.spotify.com/v1/tracks/1y9U1pdI3naKK7sArioECH,https://api.spotify.com/v1/audio-analysis/1y9U1pdI3naKK7sArioECH,224640,4,10,callthepolice
So What,P!nk,7bprRkhvOXWmWpqOrEWbXu,0.531,0.864,11,-2.978,1,0.0433,0.000105,2.05e-06,0.346,0.402,126.02,audio_features,7bprRkhvOXWmWpqOrEWbXu,spotify:track:7bprRkhvOXWmWpqOrEWbXu,https://api.spotify.com/v1/tracks/7bprRkhvOXWmWpqOrEWbXu,https://api.spotify.com/v1/audio-analysis/7bprRkhvOXWmWpqOrEWbXu,214520,4,16,sowhat
I Love You,Alex Clare,2eaBBVEfoRK4MJYmIAeNw8,0.643,0.502,11,-6.558,1,0.0392,0.07,0.0344,0.149,0.2,130.018,audio_features,2eaBBVEfoRK4MJYmIAeNw8,spotify:track:2eaBBVEfoRK4MJYmIAeNw8,https://api.spotify.com/v1/tracks/2eaBBVEfoRK4MJYmIAeNw8,https://api.spotify.com/v1/audio-analysis/2eaBBVEfoRK4MJYmIAeNw8,279960,4,16,iloveyou
Off To The Races,Lana Del Rey,5IyblF777jLZj1vGHG2UD3,0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125,audio_features,5IyblF777jLZj1vGHG2UD3,spotify:track:5IyblF777jLZj1vGHG2UD3,https://api.spotify.com/v1/tracks/5IyblF777jLZj1vGHG2UD3,https://api.spotify.com/v1/audio-analysis/5IyblF777jLZj1vGHG2UD3,299934,4,5,offtotheraces
If I Ain't Got You,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3,0,ifiain'tgotyou
93 Million Miles,Jason Mraz,38jy6kRlPt8z1GUS9WXeNh,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,audio_features,38jy6kRlPt8z1GUS9WXeNh,spotify:track:38jy6kRlPt8z1GUS9WXeNh,https://api.spotify.com/v1/tracks/38jy6kRlPt8z1GUS9WXeNh,https://api.spotify.com/v1/audio-analysis/38jy6kRlPt8z1GUS9WXeNh,216387,4,15,93millionmiles
Breathless,Corinne Bailey Rae,3YPchhrSmcwMHl41aToYG1,0.313,0.491,9,-7.939,1,0.0387,0.321,1.82e-06,0.0863,0.243,178.262,audio_features,3YPchhrSmcwMHl41aToYG1,spotify:track:3YPchhrSmcwMHl41aToYG1,https://api.spotify.com/v1/tracks/3YPchhrSmcwMHl41aToYG1,https://api.spotify.com/v1/audio-analysis/3YPchhrSmcwMHl41aToYG1,255387,3,0,breathless
Rumour Has It,Adele,76N7FdzCI9OsiUnzJVLY2m,0.618,0.753,7,-5.05,0,0.0451,0.637,0.0,0.0905,0.557,120.041,audio_features,76N7FdzCI9OsiUnzJVLY2m,spotify:track:76N7FdzCI9OsiUnzJVLY2m,https://api.spotify.com/v1/tracks/76N7FdzCI9OsiUnzJVLY2m,https://api.spotify.com/v1/audio-analysis/76N7FdzCI9OsiUnzJVLY2m,221427,4,5,rumourhasit
You've Got The Love,Florence + The Machine,4eH8TpawYJMjcDvC0LDHYv,0.571,0.698,6,-4.747,1,0.0342,0.00593,0.0,0.0992,0.423,109.867,audio_features,4eH8TpawYJMjcDvC0LDHYv,spotify:track:4eH8TpawYJMjcDvC0LDHYv,https://api.spotify.com/v1/tracks/4eH8TpawYJMjcDvC0LDHYv,https://api.spotify.com/v1/audio-analysis/4eH8TpawYJMjcDvC0LDHYv,168667,4,16,you'vegotthelove
Realize,Colbie Caillat,5OGkKx8jP0A5KSULEc6XYZ,0.693,0.594,1,-6.408,1,0.0325,0.13,0.0,0.115,0.192,123.932,audio_features,5OGkKx8jP0A5KSULEc6XYZ,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,https://api.spotify.com/v1/tracks/5OGkKx8jP0A5KSULEc6XYZ,https://api.spotify.com/v1/audio-analysis/5OGkKx8jP0A5KSULEc6XYZ,244107,4,8,realize
Take It Off,Kesha,66m3eG3ioXCWpP1qDQ4sXt,0.725,0.672,5,-5.353,0,0.0283,4.62e-05,0.00225,0.112,0.777,125.042,audio_features,66m3eG3ioXCWpP1qDQ4sXt,spotify:track:66m3eG3ioXCWpP1qDQ4sXt,https://api.spotify.com/v1/tracks/66m3eG3ioXCWpP1qDQ4sXt,https://api.spotify.com/v1/audio-analysis/66m3eG3ioXCWpP1qDQ4sXt,215200,4,2,takeitoff
Don't You Remember,Adele,24cKN8P2uGWypxTw5WaNlq,0.64,0.395,3,-5.689,1,0.0307,0.206,0.0,0.0935,0.235,115.082,audio_features,24cKN8P2uGWypxTw5WaNlq,spotify:track:24cKN8P2uGWypxTw5WaNlq,https://api.spotify.com/v1/tracks/24cKN8P2uGWypxTw5WaNlq,https://api.spotify.com/v1/audio-analysis/24cKN8P2uGWypxTw5WaNlq,243200,4,8,don'tyouremember
Imma Be,Black Eyed Peas,5OiLJ8tjUPFiPX2gVM8fxJ,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,audio_features,5OiLJ8tjUPFiPX2gVM8fxJ,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ,https://api.spotify.com/v1/tracks/5OiLJ8tjUPFiPX2gVM8fxJ,https://api.spotify.com/v1/audio-analysis/5OiLJ8tjUPFiPX2gVM8fxJ,257560,4,14,immabe
Nothing Ever Hurt Like You,James Morrison,0f19yeMTQ5ygqwUhv46tdN,0.671,0.909,10,-3.213,1,0.0569,0.0108,0.0,0.6,0.795,119.97,audio_features,0f19yeMTQ5ygqwUhv46tdN,spotify:track:0f19yeMTQ5ygqwUhv46tdN,https://api.spotify.com/v1/tracks/0f19yeMTQ5ygqwUhv46tdN,https://api.spotify.com/v1/audio-analysis/0f19yeMTQ5ygqwUhv46tdN,231840,4,4,nothingeverhurtlikeyou
Cosmic Love,Florence + The Machine,0CSTvWUps1YmpQoXXay9ol,0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,audio_features,0CSTvWUps1YmpQoXXay9ol,spotify:track:0CSTvWUps1YmpQoXXay9ol,https://api.spotify.com/v1/tracks/0CSTvWUps1YmpQoXXay9ol,https://api.spotify.com/v1/audio-analysis/0CSTvWUps1YmpQoXXay9ol,255133,4,5,cosmiclove
Me & Mr Jones,Amy Winehouse,5RqIM2vv5nw2PGJBqPD8Rg,0.59,0.803,4,-2.518,1,0.085,0.537,0.0,0.105,0.477,87.851,audio_features,5RqIM2vv5nw2PGJBqPD8Rg,spotify:track:5RqIM2vv5nw2PGJBqPD8Rg,https://api.spotify.com/v1/tracks/5RqIM2vv5nw2PGJBqPD8Rg,https://api.spotify.com/v1/audio-analysis/5RqIM2vv5nw2PGJBqPD8Rg,151573,4,11,me&mrjones
Price Tag - feat. B.o.B,Jessie J,2HPqewXcuqe1lNKfGTjAZZ,0.842,0.896,10,-6.749,1,0.109,0.00343,0.0964,0.276,0.645,124.011,audio_features,2HPqewXcuqe1lNKfGTjAZZ,spotify:track:2HPqewXcuqe1lNKfGTjAZZ,https://api.spotify.com/v1/tracks/2HPqewXcuqe1lNKfGTjAZZ,https://api.spotify.com/v1/audio-analysis/2HPqewXcuqe1lNKfGTjAZZ,298840,4,1,pricetag-feat.b.o.b
Marry You,Bruno Mars,6SKwQghsR8AISlxhcwyA9R,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,audio_features,6SKwQghsR8AISlxhcwyA9R,spotify:track:6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/audio-analysis/6SKwQghsR8AISlxhcwyA9R,230192,4,16,marryyou
S&M,Rihanna,0C4ejWmOTMv8vuYj85mf8m,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,audio_features,0C4ejWmOTMv8vuYj85mf8m,spotify:track:0C4ejWmOTMv8vuYj85mf8m,https://api.spotify.com/v1/tracks/0C4ejWmOTMv8vuYj85mf8m,https://api.spotify.com/v1/audio-analysis/0C4ejWmOTMv8vuYj85mf8m,243533,4,11,s&m
Wake Up - 2015 Remaster,Alanis Morissette,6pEU943aHfZdY4jhUpQ9ms,0.534,0.855,4,-7.102,0,0.0526,0.00706,0.0,0.122,0.391,95.274,audio_features,6pEU943aHfZdY4jhUpQ9ms,spotify:track:6pEU943aHfZdY4jhUpQ9ms,https://api.spotify.com/v1/tracks/6pEU943aHfZdY4jhUpQ9ms,https://api.spotify.com/v1/audio-analysis/6pEU943aHfZdY4jhUpQ9ms,295893,4,5,wakeup-2015remaster
Daddy (feat. Naughty Boy),Emeli Sandé,5Pmna8kN9EEosmkV5AnEXF,0.613,0.735,1,-5.094,1,0.0474,0.378,0.0,0.104,0.326,114.922,audio_features,5Pmna8kN9EEosmkV5AnEXF,spotify:track:5Pmna8kN9EEosmkV5AnEXF,https://api.spotify.com/v1/tracks/5Pmna8kN9EEosmkV5AnEXF,https://api.spotify.com/v1/audio-analysis/5Pmna8kN9EEosmkV5AnEXF,188440,4,8,daddy(feat.naughtyboy)
Because of You,Kelly Clarkson,3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,audio_features,3f3omU8n47Mqyab5nCaGyT,spotify:track:3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/tracks/3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/audio-analysis/3f3omU8n47Mqyab5nCaGyT,219493,4,5,becauseofyou
Your Love Is My Drug,Kesha,4AboqNl74jNDpJhPfqYDmj,0.829,0.607,1,-3.876,1,0.0897,0.0049,0.0,0.0986,0.766,120.044,audio_features,4AboqNl74jNDpJhPfqYDmj,spotify:track:4AboqNl74jNDpJhPfqYDmj,https://api.spotify.com/v1/tracks/4AboqNl74jNDpJhPfqYDmj,https://api.spotify.com/v1/audio-analysis/4AboqNl74jNDpJhPfqYDmj,187067,4,11,yourloveismydrug
I Got You,Leona Lewis,1FbTceMivK92mVV3iGdwZk,0.587,0.738,7,-4.469,1,0.0282,0.548,0.0,0.109,0.329,99.046,audio_features,1FbTceMivK92mVV3iGdwZk,spotify:track:1FbTceMivK92mVV3iGdwZk,https://api.spotify.com/v1/tracks/1FbTceMivK92mVV3iGdwZk,https://api.spotify.com/v1/audio-analysis/1FbTceMivK92mVV3iGdwZk,225933,4,16,igotyou
Shine On,James Blunt,3Y1JP1ulhlpgCqRzMQhVJr,0.363,0.355,7,-9.877,1,0.0457,0.371,7.43e-05,0.0814,0.19,180.364,audio_features,3Y1JP1ulhlpgCqRzMQhVJr,spotify:track:3Y1JP1ulhlpgCqRzMQhVJr,https://api.spotify.com/v1/tracks/3Y1JP1ulhlpgCqRzMQhVJr,https://api.spotify.com/v1/audio-analysis/3Y1JP1ulhlpgCqRzMQhVJr,266533,4,3,shineon
Come Away With Me,Norah Jones,0Cvjlph1WGbwZY1PlMEtJY,0.363,0.129,0,-14.304,1,0.0322,0.904,1.52e-06,0.157,0.147,80.367,audio_features,0Cvjlph1WGbwZY1PlMEtJY,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,https://api.spotify.com/v1/tracks/0Cvjlph1WGbwZY1PlMEtJY,https://api.spotify.com/v1/audio-analysis/0Cvjlph1WGbwZY1PlMEtJY,198147,3,0,comeawaywithme
Mercy,Duffy,1zusIxNqJu8i4g6P6hJ2Qa,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,audio_features,1zusIxNqJu8i4g6P6hJ2Qa,spotify:track:1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/tracks/1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/audio-analysis/1zusIxNqJu8i4g6P6hJ2Qa,219920,4,11,mercy
I Go To Sleep,Sia,0NZx7rRyIOArlTbRbM3efn,0.433,0.361,6,-7.679,0,0.0298,0.609,0.00565,0.177,0.102,119.53,audio_features,0NZx7rRyIOArlTbRbM3efn,spotify:track:0NZx7rRyIOArlTbRbM3efn,https://api.spotify.com/v1/tracks/0NZx7rRyIOArlTbRbM3efn,https://api.spotify.com/v1/audio-analysis/0NZx7rRyIOArlTbRbM3efn,226133,3,0,igotosleep
arms,Christina Perri,5u0YB9bpmgEPS2bPhwfRFV,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,audio_features,5u0YB9bpmgEPS2bPhwfRFV,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,https://api.spotify.com/v1/tracks/5u0YB9bpmgEPS2bPhwfRFV,https://api.spotify.com/v1/audio-analysis/5u0YB9bpmgEPS2bPhwfRFV,261213,4,8,arms
King of Anything,Sara Bareilles,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,audio_features,3VA8T3rNy5V24AXxNK5u9E,spotify:track:3VA8T3rNy5V24AXxNK5u9E,https://api.spotify.com/v1/tracks/3VA8T3rNy5V24AXxNK5u9E,https://api.spotify.com/v1/audio-analysis/3VA8T3rNy5V24AXxNK5u9E,207493,4,11,kingofanything
One And Only,Adele,4I3KMa9p00MJwWbT0vi5iX,0.464,0.467,5,-5.306,1,0.0376,0.295,0.0,0.141,0.169,51.66,audio_features,4I3KMa9p00MJwWbT0vi5iX,spotify:track:4I3KMa9p00MJwWbT0vi5iX,https://api.spotify.com/v1/tracks/4I3KMa9p00MJwWbT0vi5iX,https://api.spotify.com/v1/audio-analysis/4I3KMa9p00MJwWbT0vi5iX,346813,4,7,oneandonly
This Love,Maroon 5,5zF2zGPkL6Ipsn9AfAK6RP,0.714,0.868,5,-4.596,0,0.0363,0.0551,0.0,0.0987,0.78,95.05,audio_features,5zF2zGPkL6Ipsn9AfAK6RP,spotify:track:5zF2zGPkL6Ipsn9AfAK6RP,https://api.spotify.com/v1/tracks/5zF2zGPkL6Ipsn9AfAK6RP,https://api.spotify.com/v1/audio-analysis/5zF2zGPkL6Ipsn9AfAK6RP,206200,4,2,thislove
Stepping Stone,Duffy,23g4kW38gB9f5wu96DLudy,0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,audio_features,23g4kW38gB9f5wu96DLudy,spotify:track:23g4kW38gB9f5wu96DLudy,https://api.spotify.com/v1/tracks/23g4kW38gB9f5wu96DLudy,https://api.spotify.com/v1/audio-analysis/23g4kW38gB9f5wu96DLudy,209453,4,15,steppingstone
Kill And Run,Sia,6YdF6J3rz1BX6AZVhe7zgL,0.152,0.334,7,-4.735,1,0.0306,0.639,6.95e-05,0.115,0.161,71.728,audio_features,6YdF6J3rz1BX6AZVhe7zgL,spotify:track:6YdF6J3rz1BX6AZVhe7zgL,https://api.spotify.com/v1/tracks/6YdF6J3rz1BX6AZVhe7zgL,https://api.spotify.com/v1/audio-analysis/6YdF6J3rz1BX6AZVhe7zgL,215867,4,3,killandrun
Wake Me Up,Ed Sheeran,0ygAYQQy7bfDN6gH640bbl,0.616,0.209,9,-13.43,1,0.406,0.902,0.0,0.139,0.336,86.891,audio_features,0ygAYQQy7bfDN6gH640bbl,spotify:track:0ygAYQQy7bfDN6gH640bbl,https://api.spotify.com/v1/tracks/0ygAYQQy7bfDN6gH640bbl,https://api.spotify.com/v1/audio-analysis/0ygAYQQy7bfDN6gH640bbl,229613,1,13,wakemeup
Dog Days Are Over,Florence + The Machine,5vGEdM7LvbgMypJkILhQ4p,0.494,0.831,7,-5.151,1,0.0996,0.0363,0.00345,0.119,0.271,150.248,audio_features,5vGEdM7LvbgMypJkILhQ4p,spotify:track:5vGEdM7LvbgMypJkILhQ4p,https://api.spotify.com/v1/tracks/5vGEdM7LvbgMypJkILhQ4p,https://api.spotify.com/v1/audio-analysis/5vGEdM7LvbgMypJkILhQ4p,252819,4,10,dogdaysareover
Paparazzi,Lady Gaga,02XnQdf7sipaKBBHixz3Zp,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4,5,paparazzi
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,audio_features,4RL77hMWUq35NYnPLXBpih,spotify:track:4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/tracks/4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/audio-analysis/4RL77hMWUq35NYnPLXBpih,201080,4,3,skinnylove
California Gurls,Katy Perry,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,audio_features,6tS3XVuOyu10897O3ae7bi,spotify:track:6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/tracks/6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi,234653,4,11,californiagurls
California Gurls,Snoop Dogg,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,audio_features,6tS3XVuOyu10897O3ae7bi,spotify:track:6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/tracks/6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi,234653,4,11,californiagurls
She's Got Her Ticket,Tracy Chapman,61xvgZVz1DiR628nmGtsZH,0.765,0.486,7,-13.819,1,0.0469,0.0745,9.89e-06,0.282,0.856,87.054,audio_features,61xvgZVz1DiR628nmGtsZH,spotify:track:61xvgZVz1DiR628nmGtsZH,https://api.spotify.com/v1/tracks/61xvgZVz1DiR628nmGtsZH,https://api.spotify.com/v1/audio-analysis/61xvgZVz1DiR628nmGtsZH,234507,4,15,she'sgotherticket
In For The Kill,La Roux,1inG2cgfeGVBsTCcmMIv0e,0.629,0.969,8,-0.276,0,0.0455,0.00184,0.0,0.122,0.905,150.01,audio_features,1inG2cgfeGVBsTCcmMIv0e,spotify:track:1inG2cgfeGVBsTCcmMIv0e,https://api.spotify.com/v1/tracks/1inG2cgfeGVBsTCcmMIv0e,https://api.spotify.com/v1/audio-analysis/1inG2cgfeGVBsTCcmMIv0e,248627,4,9,inforthekill
Love Story,Taylor Swift,0Uc9PhfV2oP7mhXlLux6SM,0.611,0.609,2,-7.486,1,0.0308,0.0767,1.14e-06,0.105,0.271,118.997,audio_features,0Uc9PhfV2oP7mhXlLux6SM,spotify:track:0Uc9PhfV2oP7mhXlLux6SM,https://api.spotify.com/v1/tracks/0Uc9PhfV2oP7mhXlLux6SM,https://api.spotify.com/v1/audio-analysis/0Uc9PhfV2oP7mhXlLux6SM,234213,4,8,lovestory
Dance for You,Beyoncé,7cvkXf3AwPGT041PyOi5VX,0.621,0.781,2,-6.062,1,0.0636,0.0321,0.0,0.173,0.484,110.002,audio_features,7cvkXf3AwPGT041PyOi5VX,spotify:track:7cvkXf3AwPGT041PyOi5VX,https://api.spotify.com/v1/tracks/7cvkXf3AwPGT041PyOi5VX,https://api.spotify.com/v1/audio-analysis/7cvkXf3AwPGT041PyOi5VX,377467,4,7,danceforyou
"Read All About It, Pt. III",Emeli Sandé,30BsewEJZPxfuLNAlZPFje,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,audio_features,30BsewEJZPxfuLNAlZPFje,spotify:track:30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/tracks/30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/audio-analysis/30BsewEJZPxfuLNAlZPFje,283707,4,3,"readallaboutit,pt.iii"
Bonfire Heart,James Blunt,13ETkZ90sElK5xJuB4cUEt,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,audio_features,13ETkZ90sElK5xJuB4cUEt,spotify:track:13ETkZ90sElK5xJuB4cUEt,https://api.spotify.com/v1/tracks/13ETkZ90sElK5xJuB4cUEt,https://api.spotify.com/v1/audio-analysis/13ETkZ90sElK5xJuB4cUEt,238000,4,11,bonfireheart
I'm Yours,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4,15,i'myours
Rock That Body,Black Eyed Peas,1wkcHasramB3g0cPOgos6l,0.715,0.913,7,-6.07,0,0.0942,0.0163,7.66e-05,0.418,0.813,124.99,audio_features,1wkcHasramB3g0cPOgos6l,spotify:track:1wkcHasramB3g0cPOgos6l,https://api.spotify.com/v1/tracks/1wkcHasramB3g0cPOgos6l,https://api.spotify.com/v1/audio-analysis/1wkcHasramB3g0cPOgos6l,269253,4,9,rockthatbody
Whispering,Alex Clare,6yocQ10dbs29BUOhoyXpwW,0.526,0.491,0,-9.076,1,0.0332,0.0412,0.000217,0.118,0.186,67.469,audio_features,6yocQ10dbs29BUOhoyXpwW,spotify:track:6yocQ10dbs29BUOhoyXpwW,https://api.spotify.com/v1/tracks/6yocQ10dbs29BUOhoyXpwW,https://api.spotify.com/v1/audio-analysis/6yocQ10dbs29BUOhoyXpwW,270640,4,8,whispering
